ID,Platform,Project Name,Project ID,Version Number,Version ID,Dependency Name,Dependency Platform,Dependency Kind,Optional Dependency,Dependency Requirements,Dependency Project ID
46053873,Maven,com.groupon.odo:client,345935,1.0.0-beta.10,9187126,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46062154,Maven,org.apache.synapse:Apache-Synapse,346143,2.0.0,1780440,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46086899,Maven,io.brooklyn.example:brooklyn-example-hello-world-hadoop-jar,346747,0.4.0,1784877,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46093029,Maven,org.moeaframework:moeaframework,346911,2.10,6292404,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46095096,Maven,info.mikaelsvensson.devtools:analysis,347013,1.2,1786798,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46104938,Maven,org.graphchi:graphchi-java_2.10,347265,0.2.1,1788739,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46118072,Maven,com.netflix.governator:governator-commons-cli,347467,1.10.1,3838988,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46139874,Maven,org.grooscript:grooscript,347828,0.4.4,1793209,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46148083,Maven,com.netflix.raigad:raigad-es-extensions,348146,132.0.2,1795528,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46148210,Maven,eu.ralph-schuster:b4j,348147,1.1,1795534,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46160085,Maven,commons-jelly:commons-jelly-tags-soap,348484,20040902.073516,1798194,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46171589,Maven,com.legsem.legstar:protobuf-cobol,348695,0.1,1799842,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46174345,Maven,eu.ralph-schuster:icescrum-stylesheets,348753,1.0.0,1800408,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46180579,Maven,com.github.widebase:widebase-plant_2.9.2,348909,0.2.3,1801546,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46181215,Maven,org.ow2.orchestra:orchestra-axis,348926,4.4.0,1801705,commons-cli:commons-cli,Maven,compile,FALSE,1.1,642518
45306529,Maven,org.mule:mule-core,349237,1.4.0,3596573,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46200508,Maven,org.objectweb.proactive:proactive-programming,349530,5.1.0,1806107,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46210189,Maven,org.cassandraunit:cassandra-unit,349823,1.0.1.4,1808168,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46213469,Maven,cc.twittertools:twitter-tools-core,349889,1.4.0,1808683,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
58457051,Maven,com.netflix.priam:priam,349967,1.1.20,3599241,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46220640,Maven,org.objectweb.proactive:proactive-programming-bundle,350137,5.2.0-update-10,1810536,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46223217,Maven,com.baulsupp.kolja:kolja-curses,350241,0.9.1,1811460,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46225774,Maven,com.celexus:conniption,350310,1.0.2,1811974,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46229905,Maven,at.salzburgresearch.nodekeeper:nodekeeper-java,350437,1.1,1812878,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46231607,Maven,net.dongliu.apk-parser:apk-parser,350511,1.0,1813476,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46232459,Maven,net.sourceforge.jeuclid:jeuclid-cli,350557,3.1.1,1813816,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
46238909,Maven,org.hudsonci.stapler:commons-jelly,350858,1.1-hudson-20120704,1816295,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46242280,Maven,de.vandermeer:svg2vector,350881,1.0.0,1816508,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46246592,Maven,com.github.markusbernhardt:xml-doclet,351020,1.0.0,1817607,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46254556,Maven,eu.unicore:unicore-client-wrapper,351281,1.6.0-p4_1,1819465,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46261390,Maven,com.haulmont.yarg:yarg,351541,1.0.26,1821488,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46272976,Maven,jmscts:jmscts,351922,0.5-b2,1824233,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46278933,Maven,org.apache.hive:hive-beeline,352189,0.11.0,3609373,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46282927,Maven,org.carrot2:morfologik-stemming,352396,1.2.2,1827471,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46290083,Maven,org.bitbucket.t1ck:t1ck-merger_2.9.1,352602,0.1.0,1828978,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46301242,Maven,eu.ralph-schuster:baselib,352840,1.2.2,1830853,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46308117,Maven,net.seedboxer:ftp-common,353040,0.6,1832295,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46315589,Maven,commons-jelly:commons-jelly-tags-jsl,353265,20040902.072431,1833962,commons-cli:commons-cli,Maven,runtime,FALSE,SNAPSHOT,642518
46319539,Maven,org.jumpmind.symmetric:symmetric-ds,353355,1.3.2,1834670,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
46328050,Maven,org.sonatype.nexus:nexus-indexer,353498,1.0.0,1835940,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46336870,Maven,com.netflix.exhibitor:exhibitor-standalone,353668,1.0.0,1837160,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46339237,Maven,org.jvnet.hudson:commons-jelly,353737,1.1-hudson-20071021,1837666,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46339688,Maven,com.github.timurstrekalov:saga-cli,353751,1.4.2,1837797,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46343578,Maven,org.apache.bookkeeper:bookkeeper-server,353905,4.0.0,1838873,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46354725,Maven,org.spark-project.hive:hive-beeline,354344,0.12.0,1842208,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46354889,Maven,cc.twittertools:twitter-tools,354350,1.0.0,1842238,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46361880,Maven,org.wikibrainapi:wikibrain-utils,354522,0.0.1,1843412,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46364349,Maven,org.apache.qpid:qpid-amqp-1-0-client,354620,0.18,1844076,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46382703,Maven,com.cognifide.securecq:secure-cq,355192,1.0.1,1848340,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46390458,Maven,com.findwise.hydra:hydra-core,355429,0.2.0,1849888,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46398497,Maven,net.sf.clirr:clirr-core,355662,0.6,1851716,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46403914,Maven,pl.touk:sputnik,355796,1.1.0,1852716,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46405364,Maven,org.apache.zookeeper:zookeeper,355842,3.5.0-alpha,1853014,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46409440,Maven,org.kie.modules:org-apache-commons-cli-main,355979,6.1.0.Beta1,1854282,commons-cli:commons-cli,Maven,system,FALSE,1.2-redhat-2,642518
46412152,Maven,no.antares:clu.hitman,356104,0.5,1855123,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46414950,Maven,org.seqdoop:hadoop-bam,356212,7.0.0,1855969,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46415324,Maven,org.apache.commons:commons-jci-examples,356228,1.0,1855999,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46415588,Maven,org.linkedin:org.linkedin.zookeeper-cli-impl,356243,1.1.0,1856120,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46416555,Maven,org.apache.marmotta:ldpath-backend-file,356292,3.0.0-incubating,1856373,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46429908,Maven,org.apache.maven.release:maven-release-manager,356701,1.0-alpha-5,1859420,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46442491,Maven,org.easyb:easyb-dbunit-plugin,356900,0.7,1861017,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
46445581,Maven,org.apache.maven.plugins:maven-projecthelp-plugin,356991,2.0-beta-1,1861692,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
46447199,Maven,net.myrrix:myrrix-web,357067,0.7,1862256,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46456555,Maven,com.8x8.cloud:swagger2raml,357206,1.0.0,1863467,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46459057,Maven,org.duracloud.tools:prefixupdatetool,357277,1.0.0,1863914,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46471954,Maven,org.openfast:openfast,357538,1.0.1,1865878,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
46475010,Maven,org.cleartk:cleartk-ml-libsvm-tk,357650,2.0.0,1866871,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46475636,Maven,org.apache.james:apache-jspf,357700,0.9.5,1867303,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
46478788,Maven,org.apache.stanbol:org.apache.stanbol.entityhub.indexing.geonames,357806,0.10.0-incubating,1868074,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46489663,Maven,uk.bl.wa.warc-explorer:warc-explorer-player,358190,1.0.0,1870728,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46491585,Maven,org.akhikhl.gretty:gretty-starter,358235,1.1.0,1871056,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
45318138,Maven,com.yammer.dropwizard:dropwizard-core,358540,0.1.0,1873256,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
85660142,Maven,org.daisy.pipeline.modules:dtbook-to-daisy3,358792,2.1.2,14592394,commons-cli:commons-cli,Maven,test,FALSE,1.2,642518
46514598,Maven,ch.sahits:sahitsUtil,359016,1.2.4,1876740,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46515812,Maven,groovy:groovy-all-1.0-jsr,359070,05,1877005,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46516081,Maven,org.sonatype.nexus:nexus-webapp-compile,359109,1.4.0,3636495,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
46525437,Maven,edu.jhu.pacaya:pacaya,359299,2.0.1,1878841,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46526217,Maven,org.openbel:org.openbel.framework.core,359334,2.0.0,1879197,commons-cli:commons-cli,Maven,runtime,FALSE,${commons-cli.version},642518
46528622,Maven,net.antidot:db2triples,359429,1.0.1,1879897,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
45334105,Maven,org.apache.hadoop:hadoop-common,359711,0.22.0,3240794,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46543240,Maven,org.apache.ivy:ivy,359906,2.0.0-beta1,1883399,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46543936,Maven,genjava:gj-tools,359925,1.0,1883516,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46546376,Maven,com.findwise.hydra:hydra-inserter,360023,0.4.0,1884178,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46549866,Maven,com.replash:replash-options,360125,0.7,1884945,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46554216,Maven,commons-jelly:commons-jelly-tags-swt,360231,20040902.073028,1885547,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46561677,Maven,org.apache.hama:hama,360490,0.2.0-incubating,1887373,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46562586,Maven,com.netflix.raigad:raigad,360520,132.0.2,1887591,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46590058,Maven,com.wizecommerce:hecuba-client,361195,0.0.44,1892595,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
45305814,Maven,org.apache.hive:hive-service,361276,0.13.0,1893280,commons-cli:commons-cli,Maven,runtime,FALSE,${commons-cli.version},642518
46595730,Maven,net.sourceforge.jeuclid:jeuclid-mathviewer,361478,3.1.0,1894733,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
46596064,Maven,org.cethos.tools:ninepatch-convert,361510,1.0.0,1894959,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
146121314,Maven,org.apache.rat:apache-rat-project,362350,0.10,1901565,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46624931,Maven,guru.nidi.raml:raml-tester-proxy,362402,0.0.1,1901969,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46628637,Maven,checkstyle:checkstyle,362473,4.2,1902457,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46640235,Maven,com.coherentlogic.coherent.data-model:demo-application,362782,0.9.0,1904709,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46674871,Maven,com.github.sharispe:slib-tools-module,363346,0.9,1909257,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46684541,Maven,geronimo:j2ee-system-experimental,363691,1.0,1911798,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
64202662,Maven,org.drombler.commons:drombler-commons-fx-core,364075,0.10,11019598,${project.groupId}:drombler-commons-client-core,Maven,runtime,FALSE,${project.version},
46703573,Maven,org.hudsonci.stapler:commons-jelly-tags-junit,364216,1.0-hudson-20120704,1915507,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46708781,Maven,com.sumologic.api.client:sumo-java-client,364384,2.0,1916720,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46709075,Maven,org.smali:baksmali,364413,2.0.3,1916879,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46714532,Maven,org.rundeck:rundeck-core,364615,1.4.4,1918489,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
52087792,Maven,us.codecraft:webmagic-scripts,364792,0.7.1,9690190,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46725909,Maven,com.taobao.metamorphosis:metamorphosis-tools,364847,1.4.2,1920161,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46737529,Maven,com.digitalpebble.behemoth:behemoth-language-id,365069,1.0,1922001,org.apache.mahout.commons:commons-cli,Maven,runtime,FALSE,2.0-mahout,354417
46745134,Maven,com.juvenxu.portable-config-maven-plugin:portable-config-maven-plugin,365293,1.1.0,1923430,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
63445370,Maven,io.joynr.examples:radio-app,365405,0.27.0,10941124,commons-cli:commons-cli,Maven,runtime,FALSE,1.4,642518
46757641,Maven,edu.berkeley.cs.shark:hive-common,365539,0.11.0-shark,1925357,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46766131,Maven,io.github.repir:RepIRProx,365823,0.25,1927192,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46799609,Maven,com.enioka.jqm:jqm-engine,366560,1.1.6,1932747,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46814727,Maven,io.nuun:nuun-cli-plugin,366850,1.0.M1,1934859,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46816306,Maven,maven:maven,366890,1.0,1935219,commons-cli:commons-cli,Maven,runtime,FALSE,1.0-beta-2,642518
46819518,Maven,net.sf.dbmonster:dbmonster-core,366956,1.0.4,1935772,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46823185,Maven,org.springframework.amqp:spring-rabbit,366997,1.0.0.RELEASE,3050588,commons-cli:commons-cli,Maven,test,FALSE,1.2,642518
46831323,Maven,org.apache.airavata:registry-tool,367260,0.14,1937817,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
46837042,Maven,com.norconex.collectors:norconex-importer,367448,2.0.0,1939207,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
45655810,Maven,org.apache.maven.indexer:indexer-core,367566,3.1.0,1940042,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46855440,Maven,org.jasig:ConfluenceIrcLogger,367962,1.1.0,1943150,commons-cli:commons-cli,Maven,compile,FALSE,1.1,642518
85780668,Maven,com.linkedin.pegasus:restli-tools,368037,10.1.3,8699905,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
45354917,Maven,org.littleshoot:littleproxy,368411,0.5,1946465,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46872085,Maven,org.linkedin:org.linkedin.glu.agent-server-impl,368463,1.1.0,1946941,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46874859,Maven,org.jvnet.hudson.plugins:maven-dependency-update-trigger,368498,1.1,1947265,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46877089,Maven,com.octo.mtg:grails-0.6,368553,0.2,1947677,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46884309,Maven,jp.vmi:selenese-runner-java,368742,1.0.0,3680563,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46887130,Maven,org.cyclopsgroup:jmxterm,368800,0.1,1949467,commons-cli:commons-cli,Maven,runtime,FALSE,1.1,642518
46887894,Maven,com.github.dreamhead:moco-runner,368820,0.10.0,1949612,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46893081,Maven,net.bpelunit:testsuitestats,368989,1.6.1,1950821,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
45290211,Maven,org.apache.hadoop:hadoop-core,369204,0.20.2,2822411,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46910845,Maven,org.apache.maven.plugins:maven-plugin-plugin,369382,2.0-beta-1,1953804,commons-cli:commons-cli,Maven,compile,FALSE,1.0,642518
46911708,Maven,org.easyb:easyb-core,369418,1.1,1954014,commons-cli:commons-cli,Maven,runtime,FALSE,[1.2],642518
46912473,Maven,commons-jelly:commons-jelly-tags-html,369474,20040902.072530,1954411,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46934081,Maven,org.fiware.kiara:kiaragen,369955,0.1.0,1957871,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46935542,Maven,org.bitbucket.deepdiff:deepdiff-app,370042,1.0.0,1958532,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46949590,Maven,si.urbas:icircles,370698,0.0.1,1963263,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46953182,Maven,org.apache.airavata:apache-airavata-client-java-sdk,370821,0.12,1963998,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46975709,Maven,org.spark-project.hive:hive-common,371495,0.12.0,1968847,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
46975888,Maven,org.nuunframework:nuun-cli-plugin,371505,1.0.0,1968922,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
46989555,Maven,org.hammurapi:historyinspector-db,372004,3.17.0,1972769,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
46991100,Maven,com.vaadin:vaadin-theme-compiler,372095,7.0.0,1973518,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
47000296,Maven,com.tinkerpop.rexster:rexster-console,372453,2.1.0,1976012,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47012515,Maven,org.gridgain:gridgain-hadoop2,372739,6.0.2,1978199,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
45214444,Maven,net.sourceforge.jmol:jmol,372946,12.0.47,1979710,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47037461,Maven,com.io7m.jstructural:io7m-jstructural-tools,373449,2.0.0,1983173,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47038524,Maven,org.molgenis:molgenis-disease-matcher,373460,1.2.0,1983278,commons-cli:commons-cli,Maven,runtime,FALSE,20040117.000000,642518
47049954,Maven,org.rhq:rhq-server-control,373902,4.10.0,1986245,commons-cli:commons-cli,Maven,provided,FALSE,1.2,642518
47058332,Maven,com.bericotech:clavin,374148,2.0.0,1987857,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47059413,Maven,org.rhq:rhq-data-migration,374160,4.10.0,1988016,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47059993,Maven,nanocontainer:nanocontainer-distribution,374193,1.0,1988232,commons-cli:commons-cli,Maven,runtime,FALSE,1.0,642518
47077740,Maven,org.objectweb.mind:mindoc,374805,0.1-beta-1,1992574,commons-cli:commons-cli,Maven,runtime,FALSE,1.2,642518
47083733,Maven,org.drombler.commons:drombler-commons-fx-docking,375083,0.3,1994605,${project.groupId}:drombler-commons-client-docking,Maven,runtime,FALSE,${project.version},
47086172,Maven,org.codehaus.gant:gant_groovy1.9,375225,1.9.6,1995557,commons-cli:commons-cli,Maven,compile,FALSE,1.2,642518
